id,date,statut,contexte_visite,note_globale,recommandation,verbatim
241,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Ravis de notre journée avec des enfants de 5 à 11 ans. Les petits ont aimé SOS Numérobis, l'hydre de Lerne, le film Attention Menhir, Gyrofolix. Les grands ont aimé DiscObélix, la Trace du Hourra, OzIris, Tonnerre 2 Zeus. Attention à Pégase Express : très apprécié par notre fille de 9 ans, mais notre fils de 5 ans a eu peur."
242,09/01/2024,Avocat,Avec des ados,5,Oui,"Très chouette parc! 
Nous avons passés de merveilleux moments en famille, comme à chaque fois !! 
Merci à toute l'équipe du parc qui œuvre pour notre bien !"
243,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Nous avons passé un super séjour ! L'hôtel ""les quais de Lutèce"" est magnifique. L'accueil était top. Et nous avons apprécié aussi bien le petit-déjeuner que le dîner sur place. Pour le parc, nous avons surtout profité des attractions pour les tout-petits et il y avait de quoi ravir les enfants. C'était une très belle première expérience. Nous reviendrons avec plaisir !"
244,09/01/2024,Avocat,Avec des ados,5,Oui,Spectacles de très très bonne qualité
245,09/01/2024,Neutre,Avec des ados,3,Oui,Peu d’attractions ouverte
246,09/01/2024,Avocat,Avec des ados,4,Oui,Très bien pour une famille de 4 personnes avec deux pré ados qui aiment les sensations
247,09/01/2024,Avocat,Entre amis,4,Oui,Chouette parc d'attractions mais le parking est assez cher et la nourriture n'est pas top. Nous avons eu aussi la mauvaise chance d'avoir beaucoup de fil d'attente.
248,09/01/2024,Opposant,Avec des ados,2,Non,"4 entrées + 4 filotomatix illimité + 4 Buffet du cirque+ 4 navettes Roissy/le parc = je vous laisse faire le calcul. Le prix n est pas vraiment le problème quoi que non négligeable. 1 => hygiène des toilettes et des restaurants ( des souris au relais gaulois) . 2 => votre personnel nous parle comme de la merde ! C est inacceptable de s adresser de cette manière a des clients que soit le prix qu ils paient... arrêter de recruter des personnes qui n ont aucun sens de la gestion de la relation client. 3=> c est un détail mais goudurix et tonnerre de Zeus sont trop viellos ( nous faisons entre 5 et 10 parcs par an, je peux donc faire une comparaison légitime)."
249,09/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Malgré l'ambiance festive du parc, reste le gros problème de l'attente. On a dû abandonner en plein milieu de la queue car avec des enfants, difficile de les faire patienter presque une heure pour accéder à chaque attraction. 
Je ne pourrai pas dire victime de son succès car cela veut dire que il n'y a pas assez d'attractions diversifiées, qui fait que les affluences sont importantes sur chaque attractions."
250,09/01/2024,Avocat,Avec des ados,4,Oui,Toujours enchantés de nos séjour au parc Astérix
251,09/01/2024,Avocat,Entre amis,5,Oui,Un séjour au top dans l’hôtel la cité suspendue et dans le parc.! Incroyable !
252,09/01/2024,Avocat,Entre amis,4,Oui,Toujours pareil une très bonne ambiance sur le parc très très bonne journée décoration pour Noël très bien
254,09/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons passé une excellente fin d'année, à refaire !"
255,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super Parc nous venons depuis 3 ans avec le pass annuel. Malheureusement les spectacles se ressemblent d'année en année. Pour ce qui est des attractions, je trouve qu'il y a de plus en plus d'attractions a sensations fortes et de moins en moins d'attractions familiales comme national 7 , Epidemais etc.... Pour ce qui est de Noël le jardin du père noël juste magnifique , la parade était jolie a voir . Les feux d'artifice en été et a Noël sont vraiment sympathique. Petit clin d'oeil a Fritatopoulos ou le cheddar ognion est très agréable. Dans l'ensemble un bon Parc pour passer un moment agréable en famille."
256,09/01/2024,Opposant,Entre amis,2,Non,"1h d’attente minumum par attraction pour 1 minute de plaisir beaucoup trop long. 
0 boisson a l’heure de manger que de l’eau. 
Mettre en place un nombre d’entre maximum afin d’eviter cette attentes interminable"
257,09/01/2024,Avocat,Avec des ados,5,Oui,Séjour parfait 👍 ambiance de Noël superbe et hôtel excellent
259,09/01/2024,Neutre,Avec des ados,3,Non,"Journée au parc décevante: il faisait froid, et il faut savoir que quasiment tout est en extérieur; il n'y a pas le moindre café pour se poser un peu au chaud. Et l'affluence était telle que l'on attendait très longtemps partout: 1h30 pour une seule attraction, 45 minutes juste pour avoir un hot-dog ou pour la moindre boisson.... au final on n'a quasiment rien pu faire dans une journée, on a renoncé à toutes les attractions sympa (pour les grands). On n'a peut-être pas eu de chance, mais les infrastructures et le nombre d'employés ne sont clairement pas à la hauteur de toute de la publicité faite. Sinon ça aurait sans doute pu être sympa...."
261,09/01/2024,Opposant,En couple,2,Non,Pas de sourire dans le parc. Les employés sont tristes et ternes. Dommage
262,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Une nouvelle super expérience avec mes 2 bambins. 
Le gros gros point noir est la rotation des bus. 2 bus seulement pour récupérer une file de personnes qui a du attendre 1h30 dans le froid avec des enfants en bas âge pour rejoindre le parc… Dommage car nous voudrions que ce moment dans le parc devienne une tradition annuelle avec mes enfants"
263,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Toujours heureux de revenir au parc.
264,09/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Gros problème au niveau d un restaurant de crêpes 1h30 pour 3 crêpes dans le froid horrible. 
Problème d organisation du personnel qui discutait entre eux . insupportable"
265,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Je tenais à remercier les gens qui y travaillent une gentillesse énorme on ne m'a pas laissé yomber une roue crevé je suis handicapé et il pleuvait merci aux gars de la sécurité du coup de main. Découverte du restaurant le cirque super bon et le choix énorme les serveurs et serveuses super sympa
266,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très beau parc de loisirs toute la famille a adoré
267,09/01/2024,Avocat,Avec des ados,5,Oui,Parc très accueillant pour les petits et les grands en passant par les ados . Très très propre et personnel au top. Moment de détente à conseiller à tous
268,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Excellent pour une journée en famille avec des enfants
269,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Nous avons passé une très belle journée malgré le froid!
270,09/01/2024,Neutre,Entre amis,3,Oui,"Très déçue, je n’étais pas venu depuis un petit moment, arrivée à 10h30 le 6 janvier 2023, nous devions repartir à 20h à la fermeture et nous avons écourté à 18h30 tellement nous avons étés déçues , beaucoup trop de monde, nous n’avons pu faire que 4 attractions sur l’ensemble de la journée et même en essayant de persister pour tenter de faire toutatis il y avait encore minimum 70 min de fil d’attente et franchement au bout d’un moment on préfère jeter l’éponge et partir, pour le prix du billet en + de manger à l’intérieur du parc. , décevant, il faudrait penser à un autre système pour mieux gérer le monde dans le parc…"
271,09/01/2024,Avocat,Avec des ados,4,Oui,"Parc fait le 06/01/ pour les 20 ans de notre fils! Mes 2 enfants sont ravis des attractions avec sensations fortes , mais moi je suis un peu déçu,je m'explique ; Première attraction après 1h 30 d'attente en.panne ....ont décide de le refaire vers 16h bim encore en panne après 45 minutes d'attente !! Ensuite il n'y avait pas assez de kiosque ouvert, conséquence 1 file d'attente interminable pour un simple café pour ce réchauffer ! Et enfin je pensais voir plus de personnage dans le parc mais ça ont y peu rien je suppose. Mon fils garde un excellent souvenir pour ces 20 ans , c'est le principal. 
J'espère pouvoir le refaire en juin (habitant du 24 , ancienne Picarde)"
272,09/01/2024,Neutre,Avec des ados,3,Non,"Parc sympa mais mauvaise fréquentation. Les gens doublent dans les fils d'attentes, mon sac a été ouvert alors que j'y veillais particulièrement, heureusement il n'y avait rien dedant... 
Les attractions sont supers et très diversifiés mais l'attente n'est pas protégé, ni de soleil, ni de la pluie, ni des personnes malveillantes : près de deux heures à attendre sous la pluie pour nous... 
Ils devraient renforcer la sécurité avec des agents. 
Le personnel du parc est très bien mais le personnel des stands alimentaires horrible : à 12h15, j'ai attendu 40min un panini alors qu'il n'y avait AUCUN client au stand, le serveur attendait son responsable pour faire le panini (j'avais juste payé). Au bout de 40min, il me dit qu'il fallait que j'amène mon sandwich si je ne pouvais pas attendre..."
273,09/01/2024,Avocat,Avec des ados,4,Oui,"Clairement, le Parc Astérix est un parc conçu pour la famille. Il comporte des attractions pour tous les âges, mais plaira surtout aux amateurs de sensations fortes !"
274,09/01/2024,Avocat,Entre amis,5,Oui,Super top
275,09/01/2024,Avocat,Avec des ados,4,Oui,"Super journée, très bien pour une famille avec des ados et pré-ados"
276,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Tout parfait! Nous sommes venus 2 fois en 2 mois et on a adoré, surtout mon fils de 6 ans!"
277,09/01/2024,Opposant,Avec des ados,2,Non,"Nous sommes allés en famille au Parc Astérix pour les sensations fortes. Pour ça, c'était bien, juste pour ça. Nous n'avons pu faire que 4 attractions pour environ 07h00 de files d'attentes, c'est du grand n'importe quoi, vive le business. Comment peut-on accepter autant de monde ? Nous n'avons pas pu profiter du parc. 
Mais on pense bien sûr, aux plus aisés, qui auront la chance de pouvoir se payer des pass filomatic. Une fois de plus, vive le business."
278,09/01/2024,Opposant,Entre amis,2,Oui,Nous sommes venus samedi l application n indiquait pas les bons temps d attente au final 2 h d’attente contre 60 min annonces sur l application pour Osiris
279,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Super séjour et accueil
280,09/01/2024,Avocat,Avec des ados,5,Oui,Ambiance conviviale malgré le monde et l'attente durant le passage des attractions. Très bonne idée d'avoir prolongé jusqu'à la fin des vacances scolaires d'hiver.
281,09/01/2024,Avocat,Avec des ados,4,Oui,Nous avons apprécié le parc en cette période d'hiver. Chouette ambiance.
282,09/01/2024,Avocat,Entre amis,5,Oui,Un superbe séjour !
283,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Excellent séjour, des attractions impressionnantes, des spectacles au top, on s'est régalés!"
284,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Un parc parfait pour les amateurs de sensations et de manèges de tout âge. 
Le village des tout petits est parfaitement adapté, peu d'attente et des activités variées pour qu'ils s'initient aux sensations et à la magie du parc. 
l'ouverture a 11H a entrainé une longue attente en nasse ce qui est dommage comme démarrage de journée. 
Une jauge trop large qui entraine des attentes trop longues pour les grandes attractions et même des plus petites, avec des clients pass express qui passent en continu devant nous. 
Même pour acheter une frite, il faut attendre 30 min... 
Croiser des personnages reste enchanteur pour les petits, mais trop rare. 
hormis ces quatre points, cela reste une belle expérience que je renouvellerai. 
Merci le parc Asterix"
286,09/01/2024,Avocat,En couple,4,Oui,"La réputation du parc n'est plus a faire pourtant, 
 
Comment un stand de sandwich peut avoir tant de mal a fonctionné et se retrouver en rupture de stock a 13h30. Puis surtout ne pas informer les clients vu la queue au lieu de les laisser attendre 30 min pour rien. 
 
Mis a part cela superbe journée"
287,09/01/2024,Avocat,Entre amis,5,Oui,Trop d’affluence
288,09/01/2024,Avocat,Avec des ados,4,Oui,"Très chouette attraction, tout est bien organisé ! Rien à redire !"
289,09/01/2024,Neutre,En couple,3,Non,Gros problème sur la restauration plus de plats proposés au relai gaulois sous prétexte de fermeture du parc ainsi qu’une très longue attente à pizza caius avec des pizzas qui n’étaient pas cuites correctement. Peu de wagons dans tonnerre de zeus au vus de l’affluence
292,09/01/2024,Avocat,En couple,5,Oui,"C'est toujours avec un grand plaisir que nous y venons, même si je m'aperçois que nous sommes souvent très nombreux dans les files....par toutatix !!!"
293,09/01/2024,Neutre,Entre amis,3,Oui,"Ce parc a tout pour me faire rêver mais alors que je vois le bitume au sol et l’état de décomposition avancée de certaines attractions comme Discobélix qui tombe ruinés, j’ai de la peine. La multiplication des intérimaires mal formés et qui ne savent rien n’aide pas à améliorer l’expérience… Je vois les efforts faits sur pleins de points mais selon moi ça ne sert à rien d’ouvrir Toutatis qui est une merveille, si c’est pour nous laisser embarquer dans du désastreux comme La Croisière d’Epidemaïs… 
J’aime profondément ce parc et j’ai envie de le voir briller, j’ai envie que les rails des coasters soient repeints, que les graffitis soient retirés et que des attractions ouvertes il y a moins de 10 ans soient entretenues avec plus de soin. Ça atteint un point où c’est intolérable…"
294,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Voir remarques plus bas
296,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"tres bon parc avec des attraction pour tous , belle parade et superbe feu d artifice"
297,09/01/2024,Avocat,Entre amis,4,Oui,J’aurais aimé qu’il y est plus d’options pour la restauration et+ de visibilité par rapport au temps d’attente pour les attractions voir limiter le nombre de visiteurs si possible
298,09/01/2024,Avocat,Avec des ados,5,Oui,"Parc excellent pour les amateurs de sensation. 
Séjournez à l'hôtel du arc c'est super vous accéderez avant l'ouverture aux grosses attractions !!!"
299,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Le parc en lui même est bien mais le séjour à l'hôtel reste à améliorer !!
300,09/01/2024,Avocat,Seul,5,Oui,"Trop mignon avant l'ouverture Astérix qui offre un petit cadeau à une petite fille les yeux qui pétillent. Des animations Noël superbes avec des artistes investis notamment la chanteuse et ses musiciens, tous en pistes c'est très sympa en cette saison. Seul pour faire les grandes attractions je regrette que les visiteurs utilisent le single ride en groupe ce qui tronque l'utilité normale pour les personnes comme moi . C'est vrai qu'il y avait vraiment beaucoup de monde , quel succès !"
301,09/01/2024,Avocat,Avec des ados,4,Oui,"Trop de queue 
Produits trop chers 
Pas de lieu pour les gens qui ne font pas les attractions (accompagnants enfants,parents avec poussettes). 
Sinon super"
302,09/01/2024,Neutre,Entre amis,3,Oui,"Personnel peu aimable ( pas de sourir , sur une attraction la personne en poste mettait des coups de pied pour tenir la porte pour ne pas sortir les mains de ses poches !!!), on est un peu pris pour du bétail , état général sale. Ça fesait une bonne dizaine d'années que j'étais venu j'avoue être un peu déçu de l'état et l'ambiance générale . Un peu de musique ou de bruitages aiderai à passer le temps dans les files d'attente ."
303,09/01/2024,Avocat,Avec des ados,5,Oui,Nous avons passé une Année de folie au parc. Vivement le printemps pour qu’on y retourne.
305,09/01/2024,Opposant,Entre amis,2,Non,"Nous sommes venus sur le parc le Samedi 6 janvier 2024, nous savions qu'il y aurait du monde mais à vrai dire pas à ce point. Nous avons fait énormément de queue pour TOUT. ( attraction , restauration , toilette... ) c'était oppressant et gâche énormément l'expérience et l'immersion dans le parc. 
Concernant l'accueil et le personnel je n'ai jamais vu ça , ayant déjà fait beaucoup de parc d'attraction c'était déplorable. Le personnel vous crie dessus que dis-je vous hurle dessus ,niveau amabilité on repassera dès l'accueil au tickets d'entrée c'était quelques chose.. 
Mise à part ça la nouvelle attraction Tootatis est vraiment à faire elle est incroyable par contre j'espère que vous êtes prêt à faire 2h10 de queue c'est infernal. Même en single rider. 
Les decos de noël étaient sympa"
307,09/01/2024,Avocat,Entre amis,4,Oui,sympa
308,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Nous n'avons vu aucun défaut à ce parc ! l'accueil du personnel, les spectacles, l'ambiance, les attractions...tout était parfait ! 
Le seul point noir...la météo, mais ça personne ne le maitrise !!"
309,09/01/2024,Opposant,En couple,1,Non,"Files d’attente de la honte aux attractions, toilettes, pour les boissons. Personnel peu agréable. 
Je recommande plutôt europapark"
310,09/01/2024,Avocat,Avec des ados,5,Oui,Toujours aussi agréable d'aller dans ce parc malgré beaucoup de monde a cette période
311,09/01/2024,Avocat,En couple,4,Oui,"Super parc, juste le personnel en charge du placement dans les attractions ne sont pas diplomates , et le personnel travaillant dans la restauration sont vraiment mauvais (lent, pas agréable, pas professionnel) 
Mais très bonne journée"
312,09/01/2024,Opposant,Avec des ados,1,Non,"Beaucoup trop de monde, 3 manèges en 6 heures, vraiment mauvaise expérience. On voit que la rentabilité prime. 
Ne reviendra pas pendant des vacances scolaires"
313,09/01/2024,Avocat,Entre amis,4,Oui,"Parc toujours aussi génial, je déplore tout de même que certaines attractions ne sont pas accessible à des personnes corpulente et que certains membres de l'équipe se donne de la peine et d'autres ne font aucun effort. 
Faire la queue pendant plus d'une heure et se faire refoulé pas très gentillement c'est pas cool."
316,09/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Visite le 06/01/2023, beaucoup de monde en moyenne 70à 100min d'attente sur les attractions comme Toutatis et Oziris. Les attractions avec moins d'attente semblaient être racourcies, un seul tour de circuit sur numero bis c'est court! Et la galère qui ne fait que 5 allers retours pour ne pas monter plus haut qu'une balançoire, c'est juste. 
Tous les stands de nourritures n'étaient pas ouverts provocant de longues files d'attentes et ils ont été en rupture de stock de sandwichs chauds assez rapidement. 
En résumé on a passé notre journée à attendre."
317,09/01/2024,Avocat,Avec des ados,5,Oui,Magnifique
318,09/01/2024,Avocat,En couple,5,Oui,C’était génial ! Un parc exceptionnel !
319,09/01/2024,Avocat,Entre amis,4,Oui,"Excellentes attractions pour ceux qui aime les sensations fortes (très fortes) mais aussi pour les plus petits,avec des attractions rien qu'à eux."
320,09/01/2024,Neutre,En couple,3,Non,"Beaucoup de trop de visiteurs dans le parc. Certaines attractions plus de 2h30 d'attente... 
Pourquoi pas limiter le nombres de visiteurs par jour?"
324,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très satisfaite de notre séjour les enfants étaient ravie 🤩 ont cherché déjà les billets pour notre prochaine visite
325,09/01/2024,Opposant,Avec des ados,2,Non,"Temps d'attente de 1h40 pour des attractions qui dure nt moins d'une minute, on nous prend pour des animaux. 
30 minutes pour commander un café, la plupart des restaurants et snacks fermés. 
Scandaleux quand on paie 260 euros pour 5 personnes."
326,09/01/2024,Avocat,Entre amis,5,Oui,Très bien juste le lieu (ou entrée) pour acheter les billets nn est pas suffisamment bien indiquée
327,09/01/2024,Avocat,Entre amis,4,Oui,Beaucoup de monde et beaucoup d'attente mais un très bon moment entre amis !
328,09/01/2024,Opposant,Entre amis,2,Oui,"Énormément de monde. En 9h d'ouverture le 6 janvier, je n'ai pu faire que 3 attractions, chacune avec 2 à 3h d'attente (les temps d'attente sont sous estimés sur place). Visiblement, remplir le parc à tout prix est prioritaire par rapport à l'expérience de chaque Gaulois."
329,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,2 super journées dans le parc en famille. Beaucoup de manèges pour les plus petits et des supers spectacles nous ont ravis.
330,09/01/2024,Neutre,Avec des ados,3,Non,Beaucoup trop d'attente! Journée ratée pour les enfants. Nous n'avons pas pu faire Toutatis ou Tonnerre de Zeus (près de 2 heure d'attente!)
331,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Énormément de monde
332,09/01/2024,Avocat,En couple,4,Oui,"Beau cadre décoré avec soin, dommage que le personnel aux attractions soit si désagréable."
333,09/01/2024,Avocat,Avec des ados,4,Oui,Trop d'attente pour faire une attraction de 2 mn.Dommage .
334,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Toujours autant de monde faut faire la queue minimum 45 min à 2h pour faire une attraction !!! Pas le temps de tout faire dommage car les manèges sont top. Juste un petit bémol ça serait bien de mieux organiser le jeu tous en piste un vrai Bordel !!!
335,09/01/2024,Neutre,Entre amis,3,Oui,"Le parc est top, mais malheureusement comme tous les parcs de ce genre, on passe beaucoup trop de temps à attendre... 
Aussi, je suis déçu car les temps d'attente indiqués ne sont absolument pas correct... 
En gros pour profiter un minimum il faut faire qu'une seule grosse attraction dans la journée et après profiter des animations et des petites attractions."
336,09/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Très bon moment passé en famille mais l’organisation pour les PSH est à revoir, notamment le fait que les files d’attente PSH et filotomatix soient les mêmes n’est pas une excellente idée à mon sens. La propreté des sanitaires en période de forte affluence n’est pas au rdv."
337,09/01/2024,Avocat,Avec des ados,5,Oui,"Déçu trop de monde on a fait que 3 attractions samedi 6 janvier , des files d attentes énormes que ce soit dans les attractions, les points repas et même les WC ."
338,09/01/2024,Avocat,En couple,4,Oui,Ensemble correcte
342,09/01/2024,Avocat,En couple,5,Oui,"Nous avons passés un super séjour au Parc Asterix, le personnel est accueillant et disponible. Nous avons profité de l'ambiance de Noël, où tout était mis en œuvre pour nous faire passer un moment magique. Concernant les attractions, il y en a pour tous les goûts et toutes les émotions !"
343,09/01/2024,Neutre,En couple,3,Oui,"Bonjour, 
C'est un super parc chaleureux mais voilà quelques petits soucis à corrigé sont tout de même présent tout d'abord les attentes aux attractions sont interminables, il y a beaucoup trop de monde (exemple: toutatis plus de 2 heures ) mais aussi tonnerre de zeus goudurix et j'en passes ..... 
L'attente aussi pour se restaurer était bien présente. 
Et quelques parties du Marché de Noël se ferment en pleine après midi c est bien dommage. 
Merci"
344,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Bien. Dommage qu'il y avait des attractions fermées. Pas assez d'attractions pour les petits.
347,09/01/2024,Neutre,Avec des ados,3,Non,"Trop de monde, manque de personnel, la moitié des points de vente boissons gaufres crêpes....étaient fermées donc d interminables files.... 
1h30 d attente en moyenne par attraction."
348,09/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Une expérience merveilleuse et une ambiance de Noël très festive.
349,09/01/2024,Avocat,Avec des ados,5,Oui,"Comme à chaque fois que nous venons en famille, nous passons un sejour des plus agréable! Tout le personnel est sympathique et le parc est tellement depaysant. 
Nous avons malheureusement eu une meteo des plus defavorable et extremement pluvieuse. Mais l’idée de se mettre autour d’un des brasero est plus que reconfortante…. Nous avons passé 2 jours au top !"
350,09/01/2024,Avocat,Avec des ados,4,Oui,"Belle journée passé au parc Astérix. Mais comme tous les parcs trop de file d'attente ça qui gâche un peu le plaisir. 
Il serait bien aussi de faire des bars fermé ou nous pourrions prendre un café au chaud"
351,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Le parc asterix est aussi bien pour les petits que pour les grands, nombreuses attractions et spectacles sympa je recommande vivement le filotomatix or rapport qualité prix top sur 2 jours nous l avons pris 1 jour ,ambiance bien seul bémol la nourriture chère et bof mais bon c est valable pour tous les parcs dommage qu il n y est pas de restaurants autour du parc autre que celui de l hôtel pour dîner"
353,09/01/2024,Avocat,En couple,4,Oui,Magnifique journée le seul point négatif beaucoup trop de temps d’attente. Nous sommes arrivés à 11h30 et nous sommes partis à 19h. En 8h nous avons pu fair que 4 attractions car 1h30 d’attente ..
354,09/01/2024,Avocat,Entre amis,4,Oui,"Nous avons passé une très bonne journée au parc. 
L’ambiance est top. Il y a des feux aménagées pour se réchauffer. Seul problème, l’attente dans les attractions, Nous avons pris le pass pour accéder plus rapidement au attraction (19,00€/personne) et nous avons passé une bien meilleure journée que si nous avions fait la file d’attente. 
Prévoir également 20€ pour le parking."
355,09/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Super moment en famille au Parc Astérix ! Bonne ambiance de Noël, spectacles de haut niveau, bonnes attractions pour enfants en bas âge et adrénaline assurée pour les autres !! 
Repas au top avec un large choix, personnel très sympathique et chambres très propres. 
Je reviendrai sans hésitation."
356,08/01/2024,Avocat,Avec des ados,4,Oui,"Agréablement surprise par le parc. Bonne ambiance et bien décoré pour Noël. 
Parc à taille humaine permettant de se balader tranquillement et d’apprécier le village gaulois tout le long entre les attractions familles et à sensation."
359,08/01/2024,Neutre,Avec des ados,3,Non,"Je me permets de vous écrire pour vous manifestez mon mécontentement général. En effet nous y sommes allée à 5, 3 adultes et 2 pré ado, nous n'avons pas passé une journée idéal. Je suis déjà déçu de voir que plusieurs attractions étaient fermés pour Noël ( j'aurai aimé le savoir avant de venir), du coup le monde présent était rué sur les attractions ouvertes ce qui a engendré beaucoup d'attente, du coup mes enfants on essayer de passer par la file single mais oziris était fermé et 45min d'attente à toutatis. Le parc m'a paru sale, la partie couverte pour accéder a la patinoire etait dans un état lamentable, on a déjeuné sur le pouce dans un snack à burger ou il y avait des déchets au sol, à partir de 17h plus de lumière dans les allées. Je suis déçu d'avoir dépenser autant d'argent pour ça"
361,08/01/2024,Neutre,Avec des jeunes enfants,3,Non,Vous nous demandez d'acheter les billets des navettes la veille vous savez donc le nombre de personnes qui vont l'emprunter mais le temps d'attente est quand même deux 2h nous avions un petit de 2 ans avec nous dans le froid c'est inadmissible.
362,08/01/2024,Avocat,Entre amis,5,Oui,"Très bon moment en famille passé au parc Astérix. 
Il y a une diversité D’attraction qui convient à tous les âges."
363,08/01/2024,Avocat,Avec des ados,4,Oui,Très bonne expérience pour cette première vusite dans le parc. Beaucoup d'attractions à sensation fortes. Hôtel très propre et accueillant avec un petit déjeuner de qualité.
364,08/01/2024,Avocat,Avec des ados,5,Oui,Facile et clair
365,08/01/2024,Avocat,Avec des ados,4,Oui,"Très belles attractions, plein de sensations fortes. Mauvaise méteo... mais du coup pas d'attente pour profiter un maximum."
366,08/01/2024,Avocat,Avec des ados,5,Oui,"De super manèges, une application qui fonctionne très bien pour nous guider dans le parc. Un super séjour"
368,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Séjour en famille parfait, les manèges, les restaurants et les spectacles sont magiques. Petit bémol de la météo."
370,08/01/2024,Neutre,Avec des jeunes enfants,3,Non,"Très déçu de notre visite pourtant ce n'était pas la première.... Mais mon fils a été violament poussé par une opératrice sur l'attraction tous en piste sur les luges avant même qu'il ne soit accroché celui-ci à été projeter en arrière tombant sur la dos et de ce fait c'est retrouvé trempé, ayant du quitter le parc plus tôt car pas de change nous n'avons pas pu profiter pleinement de cette journée, nous avons donc demander une compensation car nous n'avons pas pu voir la parade et le feu d'artifice ... 
Après avoir écrit au service client avec la vidéo à l'appuie de se geste de l'opératrice il nous a été répondu que cela n'était pas possible et bah je peux dire que c'était notre dernière visite ...."
371,08/01/2024,Avocat,Avec des ados,4,Oui,personnel qui gere certains manèges à sensations très désagréable
372,08/01/2024,Avocat,Avec des ados,4,Oui,"Le Parc est très bien décoré et il y a des attractions qui ont ravis les membres de la famille. Les 2 petits bémols concernant la journée sont pour le temps d'attente dans les attractions qui n'était pas vraiment réaliste lors de notre journée, car il ne doit pas prendre en compte les gens qui prennent les coupes files (en payant un supplément avec les Pass) et le prix du Parking à 20€ que je n'avais pas vu et qui ne fait pas vraiment plaisir vu que nous n'avons pas d'autre choix une fois dans la queue du parc..."
373,08/01/2024,Neutre,Avec des jeunes enfants,3,Oui,Dommage que des attractions pour la famille ferme plus tôt sans information préalable!
375,08/01/2024,Avocat,Avec des ados,5,Oui,"Parc génial, pour tous les âges, sensations fortes garanties !!! Toujours trop d'attentes dommage..."
376,08/01/2024,Avocat,Entre amis,5,Oui,"Très bonne saison 2023 avec l'arrivé du Festival Toutatis. 
Le personnel est très impliqué"
377,08/01/2024,Avocat,Avec des ados,5,Oui,"Une très bonne journée au parc en cette saison de Noël. Des décorations lumineuse splendide, des attractions au top, un village de noël sympathique et des activités à la patinoire qui ravissent petits et grands."
378,08/01/2024,Avocat,Avec des ados,4,Oui,"Parc moins intéressant que lorsque les beaux jours sont là. 
Plus de personnages du monde d'Astérix."
379,08/01/2024,Avocat,Avec des ados,5,Oui,"malgré d’ énormes contraintes financières rentabilité et autre mais là pardon de le dire maïs félicitations pour la totalité de notre séjours 
quai de lutèce au top : confort propreté insonorisation 
berges de seine : la très bonne surprise !!!!! excellent rapport qualité prix produits bien travaillés et surprenant ( langoustines, tataki….) 
parc excellent et à dimension humaine. on retrouve l ambiance astérix. vraiment rien à redire 
 
une mention très spéciale pour l ensemble du personnel !!!!!!!! sourire serviable efficace poli motivé franchement vous avez des perles entre vos mains pas de nonchalance ou gens blasés comme dans d autres parcs….. c est vraiment LA bonne surprise 
 
pour une première c est très reussi et ça donne envie d y revenir histoire de goûter les futures attractions"
380,08/01/2024,Neutre,Avec des jeunes enfants,3,Oui,Dommage d'avoir un pass et de devoir perdre 20 minutes à faire la queue pour entrer sur le parc et passer au même endroit que ceux ayant un ticket
